y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25
0.0,0.045,0.708,0.305,0.775,0.659,0.632,0.673,0.607,0.431,0.922,0.742,0.571,0.516,0.436,0.001,0.003,0.161,0.665,0.993,0.466,0.59,0.957,0.313,0.656,0.486
1.0,0.282,0.278,0.014,0.0,0.089,0.431,0.501,0.511,0.148,0.249,0.072,0.153,0.711,0.556,0.182,0.504,0.429,0.818,0.14,0.495,0.301,0.452,0.558,0.652,0.082
0.0,0.533,0.361,0.467,0.788,0.155,0.399,0.485,0.982,0.038,0.538,0.471,0.157,0.809,0.718,0.09,0.437,0.313,0.068,0.621,0.15,0.921,0.985,0.814,0.098,0.475
0.0,0.461,0.602,0.524,0.683,0.029,0.965,0.365,0.024,0.424,0.302,0.885,0.886,0.51,0.988,0.899,0.148,0.594,0.464,0.362,0.589,0.259,0.42,0.896,0.476,0.23
0.0,0.077,0.242,0.436,0.161,0.794,0.924,0.934,0.59,0.09,0.404,0.938,0.849,0.297,0.717,0.822,0.917,0.973,0.625,0.582,0.531,0.138,0.939,0.833,0.819,0.92
0.0,0.481,0.487,0.882,0.558,0.57,0.004,0.147,0.979,0.902,0.709,0.728,0.045,0.178,0.814,0.106,0.052,0.581,0.102,0.103,0.343,0.908,0.984,0.089,0.216,0.104
1.0,0.984,0.628,0.085,0.769,0.034,0.075,0.43,0.215,0.695,0.455,0.234,0.699,0.52,0.093,0.3,0.986,0.558,0.304,0.868,0.27,0.385,0.525,0.709,0.901,0.837
1.0,0.969,0.47,0.708,0.13,0.447,0.405,0.132,0.503,0.528,0.813,0.912,0.597,0.826,0.032,0.729,0.931,0.367,0.918,0.891,0.692,0.708,0.449,0.634,0.572,0.349
0.0,0.202,0.707,0.494,0.997,0.559,0.544,0.203,0.328,0.273,0.223,0.936,0.347,0.126,0.287,0.094,0.812,0.61,0.866,0.399,0.341,0.914,0.522,0.245,0.919,0.394
1.0,0.889,0.655,0.379,0.182,0.29,0.975,0.274,0.029,0.313,0.832,0.578,0.639,0.534,0.313,0.823,0.128,0.013,0.15,0.041,0.25,0.315,0.218,0.702,0.5,0.892
1.0,0.571,0.962,0.414,0.413,0.984,0.89,0.34,0.857,0.91,0.959,0.916,0.379,0.608,0.51,0.886,0.707,0.427,0.317,0.813,0.165,0.024,0.201,0.943,0.574,0.606
0.0,0.795,0.502,0.843,0.854,0.197,0.947,0.972,0.376,0.399,0.852,0.156,0.793,0.95,0.1,0.242,0.635,0.877,0.651,0.997,0.895,0.996,0.053,0.798,0.996,0.079
1.0,0.02,0.441,0.472,0.758,0.355,0.551,0.821,0.722,0.64,0.16,0.742,0.315,0.383,0.775,0.278,0.996,0.974,0.513,0.279,0.45,0.987,0.238,0.944,0.602,0.843
0.0,0.089,0.848,0.318,0.335,0.298,0.127,0.233,0.033,0.643,0.745,0.043,0.49,0.729,0.477,0.352,0.223,0.616,0.671,0.258,0.295,0.021,0.871,0.768,0.934,0.006
1.0,0.146,0.591,0.083,0.462,0.424,0.064,0.12,0.571,0.366,0.269,0.361,0.002,0.131,0.469,0.109,0.274,0.432,0.732,0.291,0.48,0.873,0.617,0.73,0.32,0.932
1.0,0.358,0.008,0.28,0.118,0.585,0.269,0.894,0.67,0.437,0.169,0.403,0.255,0.029,0.372,0.749,0.358,0.803,0.823,0.23,0.03,0.397,0.088,0.775,0.058,0.017
0.0,0.348,0.672,0.463,0.487,0.35,0.283,0.08,0.94,0.128,0.147,0.526,0.866,0.903,0.5,0.972,0.713,0.413,0.353,0.506,0.293,0.272,0.492,0.633,0.476,0.268
1.0,0.638,0.536,0.253,0.8,0.782,0.825,0.479,0.877,0.236,0.884,0.724,0.579,0.315,0.022,0.703,0.767,0.999,0.692,0.73,0.522,0.911,0.506,0.21,0.499,0.745
1.0,0.757,0.842,0.274,0.441,0.71,0.831,0.666,0.376,0.137,0.672,0.76,0.319,0.956,0.687,0.771,0.079,0.496,0.723,0.354,0.839,0.234,0.014,0.113,0.915,0.479
0.0,0.565,0.9,0.223,0.694,0.661,0.167,0.964,0.074,0.787,0.215,0.868,0.306,0.044,0.305,0.567,0.16,0.219,0.326,0.344,0.737,0.152,0.836,0.113,0.011,0.933
0.0,0.924,0.085,0.356,0.382,0.462,0.6,0.423,0.302,0.852,0.78,0.103,0.326,0.998,0.145,0.033,0.711,0.25,0.921,0.698,0.088,0.678,0.95,0.666,0.701,0.956
1.0,0.252,0.803,0.089,0.062,0.435,0.513,0.541,0.452,0.675,0.022,0.123,0.272,0.546,0.413,0.475,0.458,0.29,0.234,0.077,0.096,0.286,0.346,0.207,0.104,0.207
0.0,0.365,0.813,0.21,0.856,0.372,0.754,0.523,0.935,0.125,0.56,0.621,0.829,0.923,0.039,0.277,0.434,0.251,0.574,0.856,0.267,0.188,0.019,0.846,0.379,0.429
0.0,0.665,0.753,0.92,0.139,0.6,0.84,0.841,0.217,0.077,0.908,0.676,0.973,0.717,0.151,0.576,0.847,0.897,0.496,0.104,0.046,0.129,0.308,0.565,0.091,0.194
1.0,0.358,0.756,0.409,0.064,0.543,0.377,0.664,0.895,0.113,0.782,0.883,0.36,0.725,0.79,0.93,0.545,0.878,0.357,0.191,0.07,0.219,0.438,0.035,0.926,0.021
1.0,0.687,0.845,0.791,0.364,0.867,0.055,0.197,0.053,0.49,0.834,0.192,0.635,0.666,0.209,0.728,0.249,0.646,0.15,0.526,0.697,0.408,0.101,0.05,0.054,0.133
1.0,0.791,0.273,0.526,0.413,0.253,0.328,0.32,0.623,0.754,0.95,0.209,0.435,0.901,0.288,0.479,0.347,0.08,0.995,0.231,0.951,0.227,0.567,0.181,0.333,0.423
0.0,0.513,0.388,0.846,0.647,0.462,0.261,0.678,0.831,0.231,0.867,0.714,0.156,0.648,0.413,0.239,0.81,0.681,0.189,0.215,0.491,0.079,0.767,0.773,0.842,0.759
1.0,0.454,0.879,0.955,0.03,0.39,0.607,0.092,0.742,0.981,0.298,0.656,0.068,0.92,0.125,0.137,0.97,0.753,0.175,0.983,0.607,0.665,0.178,0.456,0.469,0.438
0.0,0.289,0.958,0.272,0.218,0.265,0.278,0.732,0.645,0.401,0.659,0.5,0.147,0.696,0.142,0.838,0.906,0.84,0.649,0.383,0.5,0.7,0.831,0.284,0.907,0.761
0.0,0.398,0.235,0.358,0.387,0.904,0.937,0.436,0.334,0.128,0.368,0.981,0.985,0.518,0.197,0.513,0.99,0.316,0.297,0.757,0.799,0.696,0.176,0.89,0.284,0.644
1.0,0.067,0.94,0.229,0.613,0.847,0.191,0.748,0.666,0.86,0.982,0.141,0.377,0.417,0.245,0.729,0.349,0.771,0.012,0.64,0.82,0.546,0.018,0.62,0.073,0.514
0.0,0.814,0.691,0.272,0.905,0.39,0.335,0.531,0.718,0.177,0.858,0.142,0.273,0.526,0.617,0.439,0.779,0.341,0.768,0.5,0.006,0.421,0.717,0.244,0.506,0.456
0.0,0.9,0.929,0.262,0.917,0.581,0.158,0.693,0.402,0.441,0.543,0.968,0.093,0.123,0.767,0.141,0.291,0.251,0.508,0.569,0.057,0.706,0.284,0.035,0.312,0.993
1.0,0.908,0.213,0.569,0.767,0.169,0.695,0.501,0.725,0.13,0.564,0.841,0.408,0.475,0.88,0.233,0.958,0.841,0.615,0.861,0.76,0.869,0.402,0.249,0.343,0.16
1.0,0.9,0.239,0.885,0.194,0.784,0.254,0.733,0.438,0.662,0.603,0.315,0.292,0.177,0.364,0.371,0.849,0.768,0.297,0.353,0.529,0.232,0.135,0.804,0.823,0.956
0.0,0.526,0.332,0.771,0.345,0.533,0.114,0.334,0.976,0.366,0.149,0.643,0.099,0.315,0.331,0.473,0.715,0.832,0.894,0.956,0.203,0.195,0.869,0.899,0.771,0.037
1.0,0.369,0.934,0.023,0.733,0.951,0.259,0.086,0.68,0.365,0.49,0.994,0.128,0.126,0.457,0.732,0.574,0.922,0.117,0.763,0.801,0.215,0.249,0.977,0.589,0.57
1.0,0.738,0.635,0.467,0.339,0.002,0.304,0.434,0.504,0.692,0.436,0.116,0.033,0.016,0.909,0.179,0.932,0.185,0.579,0.551,0.146,0.626,0.318,0.464,0.285,0.59
0.0,0.326,0.632,0.113,0.546,0.94,0.25,0.173,0.145,0.184,0.492,0.429,0.423,0.424,0.428,0.949,0.649,0.661,0.608,0.854,0.991,0.377,0.878,0.207,0.624,0.924
1.0,0.066,0.301,0.56,0.3,0.781,0.233,0.831,0.608,0.624,0.056,0.649,0.145,0.52,0.711,0.273,0.243,0.376,0.157,0.229,0.871,0.071,0.301,0.386,0.66,0.931
1.0,0.648,0.374,0.055,0.621,0.513,0.288,0.943,0.015,0.088,0.162,0.063,0.745,0.075,0.541,0.837,0.349,0.701,0.421,0.502,0.362,0.951,0.289,0.894,0.954,0.731
0.0,0.748,0.336,0.637,0.941,0.144,0.174,0.4,0.284,0.932,0.577,0.435,0.457,0.187,0.387,0.261,0.721,0.539,0.613,0.833,0.96,0.19,0.024,0.03,0.022,0.631
0.0,0.545,0.45,0.046,0.628,0.104,0.746,0.971,0.202,0.757,0.968,0.593,0.658,0.5,0.904,0.499,0.207,0.717,0.808,0.852,0.353,0.482,0.874,0.595,0.91,0.713
0.0,0.498,0.262,0.164,0.042,0.623,0.209,0.852,0.133,0.409,0.765,0.458,0.825,0.856,0.1,0.726,0.37,0.922,0.069,0.706,0.929,0.723,0.268,0.424,0.436,0.354
0.0,0.844,0.497,0.213,0.877,0.503,0.748,0.339,0.95,0.161,0.942,0.013,0.86,0.642,0.541,0.78,0.23,0.73,0.492,0.068,0.291,0.703,0.366,0.91,0.947,0.794
1.0,0.578,0.093,0.531,0.727,0.597,0.322,0.405,0.467,0.509,0.766,0.155,0.766,0.366,0.006,0.605,0.049,0.711,0.438,0.681,0.359,0.697,0.203,0.515,0.244,0.906
1.0,0.59,0.262,0.475,0.504,0.621,0.612,0.355,0.41,0.531,0.725,0.037,0.029,0.206,0.224,0.262,0.803,0.347,0.333,0.091,0.449,0.797,0.162,0.651,0.434,0.944
1.0,0.229,0.604,0.182,0.239,0.42,0.71,0.452,0.025,0.207,0.66,0.39,0.762,0.379,0.515,0.366,0.322,0.154,0.491,0.729,0.775,0.9,0.612,0.143,0.101,0.51
1.0,0.276,0.921,0.376,0.372,0.773,0.301,0.896,0.028,0.936,0.045,0.764,0.79,0.181,0.993,0.889,0.168,0.085,0.424,0.382,0.641,0.704,0.584,0.985,0.272,0.418
0.0,0.827,0.731,0.508,0.007,0.248,0.04,0.046,0.685,0.413,0.818,0.605,0.971,0.063,0.218,0.097,0.036,0.991,0.08,0.865,0.155,0.251,0.748,0.508,0.103,0.268
1.0,0.718,0.056,0.507,0.726,0.893,0.397,0.072,0.37,0.544,0.382,0.252,0.411,0.187,0.049,0.714,0.163,0.684,0.176,0.659,0.98,0.686,0.062,0.055,0.524,0.107
0.0,0.07,0.531,0.831,0.952,0.115,0.387,0.168,0.052,0.46,0.979,0.291,0.991,0.056,0.991,0.872,0.743,0.683,0.831,0.689,0.941,0.459,0.66,0.948,0.442,0.284
1.0,0.492,0.196,0.18,0.096,0.811,0.912,0.615,0.632,0.03,0.285,0.545,0.046,0.744,0.214,0.211,0.076,0.91,0.731,0.605,0.265,0.38,0.013,0.854,0.155,0.579
0.0,0.432,0.575,0.398,0.189,0.948,0.799,0.205,0.843,0.167,0.355,0.556,0.078,0.751,0.332,0.31,0.846,0.431,0.844,0.172,0.543,0.7,0.907,0.381,0.221,0.583
1.0,0.552,0.567,0.729,0.467,0.684,0.923,0.027,0.2,0.78,0.534,0.264,0.19,0.006,0.113,0.132,0.543,0.255,0.649,0.304,0.129,0.148,0.136,0.442,0.294,0.379
1.0,0.866,0.165,0.11,0.744,0.344,0.284,0.094,0.086,0.719,0.552,0.903,0.14,0.461,0.807,0.946,0.342,0.805,0.371,0.633,0.322,0.149,0.226,0.196,0.962,0.694
1.0,0.966,0.034,0.166,0.284,0.246,0.93,0.091,0.173,0.952,0.925,0.091,0.733,0.965,0.69,0.263,0.23,0.099,0.216,0.908,0.319,0.343,0.092,0.648,0.191,0.389
0.0,0.237,0.832,0.439,0.558,0.871,0.508,0.266,0.947,0.313,0.068,0.778,0.912,0.121,0.828,0.454,0.086,0.007,0.565,0.358,0.361,0.366,0.283,0.502,0.034,0.269
0.0,0.165,0.373,0.084,0.276,0.833,0.081,0.14,0.776,0.278,0.529,0.915,0.782,0.276,0.535,0.509,0.569,0.824,0.435,0.644,0.167,0.226,0.952,0.792,0.91,0.461
0.0,0.21,0.821,0.829,0.41,0.062,0.106,0.204,0.873,0.812,0.216,0.109,0.214,0.59,0.039,0.616,0.092,0.826,0.263,0.36,0.78,0.742,0.856,0.861,0.573,0.678
1.0,0.146,0.967,0.341,0.596,0.587,0.622,0.445,0.812,0.014,0.934,0.106,0.165,0.4,0.395,0.987,0.278,0.973,0.334,0.542,0.751,0.257,0.11,0.867,0.569,0.297
0.0,0.832,0.56,0.216,0.173,0.053,0.462,0.184,0.756,0.681,0.099,0.038,0.882,0.774,0.808,0.841,0.339,0.867,0.543,0.864,0.73,0.593,0.772,0.019,0.996,0.985
0.0,0.272,0.892,0.52,0.73,0.788,0.024,0.337,0.909,0.921,0.231,0.67,0.93,0.873,0.73,0.218,0.774,0.424,0.412,0.413,0.276,0.855,0.735,0.724,0.678,0.779
0.0,0.667,0.572,0.352,0.622,0.857,0.732,0.556,0.586,0.986,0.584,0.251,0.712,0.24,0.665,0.674,0.088,0.197,0.757,0.486,0.519,0.177,0.76,0.907,0.88,0.6
1.0,0.673,0.697,0.006,0.085,0.696,0.741,0.686,0.546,0.744,0.032,0.875,0.288,0.141,0.011,0.054,0.377,0.65,0.822,0.877,0.553,0.352,0.511,0.069,0.075,0.753
1.0,0.264,0.067,0.564,0.678,0.115,0.327,0.641,0.627,0.782,0.894,0.796,0.195,0.974,0.945,0.332,0.216,0.559,0.807,0.11,0.787,0.224,0.66,0.623,0.717,0.914
0.0,0.823,0.137,0.171,0.084,0.056,0.767,0.654,0.696,0.104,0.461,0.727,0.867,0.752,0.971,0.015,0.059,0.8,0.356,0.816,0.533,0.777,0.595,0.33,0.482,0.761
1.0,0.568,0.12,0.273,0.165,0.074,0.339,0.093,0.973,0.489,0.716,0.743,0.084,0.819,0.95,0.678,0.139,0.619,0.691,0.656,0.665,0.824,0.244,0.186,0.727,0.293
1.0,0.185,0.917,0.431,0.652,0.158,0.314,0.187,0.154,0.72,0.82,0.534,0.385,0.535,0.475,0.311,0.683,0.347,0.817,0.653,0.527,0.682,0.195,0.245,0.089,0.688
0.0,0.925,0.885,0.245,0.574,0.819,0.987,0.879,0.448,0.891,0.658,0.582,0.453,0.034,0.025,0.581,0.455,0.203,0.994,0.4,0.791,0.462,0.849,0.844,0.896,0.376
0.0,0.914,0.109,0.548,0.853,0.96,0.819,0.743,0.563,0.34,0.18,0.086,0.377,0.997,0.445,0.872,0.289,0.793,0.82,0.328,0.35,0.442,0.929,0.911,0.564,0.168
0.0,0.405,0.343,0.825,0.351,0.398,0.287,0.957,0.827,0.565,0.519,0.351,0.935,0.97,0.983,0.119,0.432,0.774,0.152,0.675,0.392,0.892,0.898,0.976,0.861,0.931
0.0,0.879,0.996,0.368,0.942,0.311,0.937,0.768,0.762,0.316,0.166,0.52,0.572,0.245,0.642,0.672,0.91,0.828,0.836,0.338,0.62,0.988,0.323,0.004,0.877,0.328
1.0,0.9,0.85,0.763,0.395,0.552,0.885,0.185,0.205,0.462,0.73,0.042,0.566,0.927,0.958,0.887,0.952,0.239,0.26,0.631,0.884,0.939,0.003,0.442,0.94,0.265
1.0,0.509,0.998,0.576,0.274,0.811,0.553,0.805,0.442,0.618,0.752,0.9,0.171,0.779,0.798,0.497,0.066,0.43,0.449,0.029,0.08,0.34,0.67,0.672,0.863,0.603
0.0,0.17,0.876,0.981,0.044,0.341,0.418,0.959,0.006,0.578,0.785,0.73,0.522,0.489,0.987,0.625,0.771,0.396,0.708,0.203,0.791,0.024,0.799,0.946,0.573,0.06
0.0,0.267,0.636,0.765,0.923,0.876,0.887,0.943,0.534,0.116,0.416,0.932,0.636,0.977,0.618,0.83,0.766,0.676,0.492,0.502,0.189,0.592,0.29,0.936,0.805,0.385
0.0,0.215,0.133,0.632,0.016,0.895,0.935,0.617,0.747,0.288,0.646,0.166,0.938,0.663,0.22,0.143,0.696,0.56,0.283,0.432,0.893,0.175,0.573,0.058,0.766,0.077
1.0,0.34,0.978,0.918,0.824,0.562,0.361,0.955,0.39,0.121,0.269,0.871,0.051,0.639,0.356,0.715,0.459,0.072,0.086,0.448,0.476,1.0,0.392,0.063,0.97,0.372
1.0,0.373,0.671,0.247,0.27,0.779,0.86,0.523,0.531,0.161,0.702,0.149,0.713,0.146,0.839,0.17,0.136,0.258,0.452,0.966,0.783,0.47,0.382,0.074,0.608,0.643
1.0,0.799,0.676,0.246,0.721,0.581,0.929,0.362,0.425,0.426,0.758,0.476,0.913,0.125,0.935,0.233,0.554,0.551,0.525,0.594,0.672,0.793,0.262,0.781,0.731,0.612
0.0,0.142,0.926,0.577,0.922,0.639,0.549,0.828,0.487,0.816,0.284,0.511,0.972,0.464,0.796,0.225,0.99,0.317,0.042,0.261,0.799,0.895,0.948,0.774,0.617,0.961
0.0,0.263,0.658,0.547,0.398,0.117,0.64,0.741,0.638,0.233,0.399,0.725,0.976,0.596,0.513,0.762,0.761,0.242,0.301,0.168,0.069,0.592,0.331,0.258,0.999,0.743
0.0,0.283,0.998,0.196,0.913,0.752,0.8,0.483,0.972,0.047,0.331,0.957,0.665,0.189,0.478,0.973,0.736,0.464,0.182,0.818,0.425,0.117,0.831,0.326,0.254,0.405
1.0,0.382,0.9,0.684,0.25,0.031,0.265,0.961,0.908,0.947,0.338,0.778,0.071,0.063,0.433,0.985,0.847,0.459,0.258,0.815,0.912,0.425,0.228,0.57,0.472,0.956
0.0,0.692,0.714,0.957,0.606,0.423,0.68,0.471,0.128,0.729,0.633,0.595,0.022,0.625,0.827,0.108,0.703,0.269,0.489,0.951,0.867,0.057,0.811,0.504,0.666,0.341
0.0,0.551,0.197,0.73,0.272,0.83,0.277,0.39,0.949,0.465,0.939,0.202,0.057,0.81,0.161,0.34,0.976,0.944,0.882,0.706,0.044,0.045,0.9,0.022,0.134,0.227
1.0,0.58,0.569,0.991,0.8,0.556,0.012,0.755,0.456,0.634,0.407,0.881,0.688,0.062,0.52,0.313,0.0,0.388,0.03,0.522,0.182,0.265,0.253,0.399,0.667,0.528
1.0,0.317,0.906,0.042,0.042,0.017,0.608,0.661,0.369,0.025,0.1,0.817,0.576,0.889,0.012,0.48,0.962,0.334,0.157,0.274,0.767,0.508,0.454,0.001,0.801,0.093
0.0,0.705,0.362,0.913,0.691,0.599,0.663,0.891,0.078,0.862,0.258,0.392,0.924,0.597,0.192,0.222,0.612,0.738,0.649,0.323,0.07,0.026,0.655,0.581,0.505,0.001
1.0,0.314,0.967,0.324,0.661,0.958,0.495,0.555,0.011,0.473,0.087,0.419,0.704,0.604,0.947,0.469,0.467,0.908,0.565,0.196,0.127,0.717,0.203,0.213,0.002,0.788
0.0,0.854,0.872,0.231,0.314,0.109,0.57,0.005,0.489,0.913,0.907,0.79,0.921,0.266,0.093,0.202,0.165,0.026,0.722,0.37,0.691,0.516,0.546,0.49,0.806,0.84
0.0,0.347,0.494,0.474,0.053,0.432,0.634,0.379,0.669,0.861,0.015,0.54,0.939,0.473,0.011,0.76,0.65,0.075,0.674,0.474,0.698,0.936,0.93,0.702,0.024,0.583
0.0,0.442,0.601,0.685,0.901,0.591,0.294,0.091,0.271,0.289,0.932,0.693,0.607,0.881,0.905,0.898,0.567,0.858,0.105,0.382,0.529,0.076,0.051,0.443,0.355,0.739
1.0,0.539,0.796,0.465,0.499,0.156,0.55,0.47,0.262,0.087,0.745,0.932,0.61,0.95,0.645,0.93,0.403,0.867,0.188,0.64,0.383,0.432,0.024,0.968,0.995,0.374
0.0,0.386,0.065,0.495,0.155,0.479,0.351,0.396,0.348,0.305,0.833,0.23,0.916,0.257,0.299,0.523,0.057,0.278,0.734,0.276,0.513,0.838,0.51,0.208,0.955,0.829
1.0,0.4,0.131,0.074,0.394,0.819,0.778,0.36,0.89,0.935,0.004,0.629,0.251,0.152,0.362,0.447,0.806,0.819,0.817,0.568,0.096,0.157,0.07,0.248,0.314,0.016
1.0,0.472,0.619,0.598,0.554,0.583,0.205,0.563,0.679,0.656,0.866,0.672,0.542,0.671,0.405,0.738,0.932,0.328,0.606,0.821,0.44,0.817,0.357,0.182,0.52,0.564
1.0,0.12,0.141,0.053,0.139,0.942,0.249,0.476,0.196,0.716,0.391,0.29,0.487,0.024,0.235,0.89,0.52,0.895,0.846,0.718,0.279,0.579,0.209,0.092,0.858,0.378
1.0,0.932,0.492,0.164,0.657,0.531,0.758,0.297,0.621,0.06,0.336,0.296,0.402,0.915,0.066,0.492,0.249,0.761,0.764,0.947,0.801,0.618,0.077,0.932,0.026,0.703
1.0,0.143,0.198,0.819,0.241,0.717,0.11,0.89,0.642,0.391,0.662,0.415,0.026,0.738,0.965,0.966,0.07,0.271,0.921,0.357,0.341,0.863,0.207,0.296,0.771,0.847
1.0,0.792,0.967,0.441,0.559,0.594,0.54,0.949,0.706,0.807,0.869,0.744,0.158,0.777,0.99,0.577,0.18,0.793,0.876,0.245,0.308,0.861,0.038,0.553,0.02,0.76
0.0,0.968,0.986,0.036,0.997,0.622,0.341,0.821,0.832,0.638,0.488,0.619,0.001,0.436,0.116,0.386,0.215,0.864,0.678,0.919,0.503,0.086,0.811,0.43,0.977,0.233
0.0,0.52,0.105,0.858,0.938,0.164,0.604,0.531,0.537,0.439,0.206,0.734,0.131,0.152,0.257,0.865,0.365,0.27,0.037,0.252,0.774,0.075,0.086,0.599,0.13,0.136
1.0,0.252,0.938,0.989,0.167,0.769,0.176,0.579,0.857,0.358,0.696,0.526,0.079,0.261,0.408,0.86,0.578,0.457,0.912,0.988,0.757,0.224,0.513,0.205,0.029,0.469
1.0,0.38,0.849,0.329,0.16,0.411,0.479,0.131,0.184,0.659,0.403,0.147,0.538,0.725,0.077,0.645,0.958,0.956,0.023,0.181,0.603,0.825,0.226,0.506,0.65,0.868
1.0,0.849,0.047,0.069,0.872,0.722,0.617,0.702,0.083,0.487,0.493,0.191,0.299,0.534,0.207,0.886,0.216,0.939,0.944,0.16,0.564,0.506,0.877,0.326,0.018,0.683
1.0,0.485,0.412,0.798,0.473,0.307,0.783,0.93,0.266,0.653,0.212,0.418,0.614,0.75,0.139,0.367,0.747,0.613,0.588,0.367,0.012,0.461,0.702,0.68,0.791,0.936
0.0,0.983,0.506,0.269,0.949,0.653,0.046,0.455,0.037,0.881,0.718,0.408,0.713,0.08,0.628,0.12,0.212,0.162,0.334,0.677,0.379,0.518,0.088,0.844,0.209,0.632
0.0,0.891,0.249,0.394,0.971,0.598,0.58,0.024,0.155,0.523,0.77,0.685,0.758,0.087,0.484,0.739,0.118,0.754,0.04,0.725,0.183,0.827,0.309,0.444,0.484,0.049
0.0,0.441,0.819,0.472,0.011,0.882,0.664,0.251,0.726,0.066,0.653,0.578,0.517,0.689,0.731,0.821,0.285,0.252,0.285,0.178,0.548,0.615,0.989,0.186,0.053,0.114
1.0,0.53,0.648,0.159,0.174,0.459,0.953,0.423,0.026,0.191,0.114,0.68,0.249,0.748,0.133,0.896,0.764,0.496,0.275,0.688,0.699,0.411,0.489,0.094,0.049,0.192
1.0,0.618,0.203,0.091,0.027,0.255,0.039,0.866,0.236,0.683,0.335,0.015,0.59,0.641,0.363,0.158,0.247,0.404,0.505,0.824,0.16,0.507,0.219,0.105,0.071,0.112
1.0,0.158,0.26,0.549,0.297,0.847,0.628,0.475,0.619,0.917,0.781,0.152,0.424,0.078,0.668,0.406,0.656,0.03,0.355,0.445,0.986,0.442,0.634,0.472,0.397,0.967
0.0,0.229,0.813,0.51,0.832,0.665,0.903,0.186,0.48,0.115,0.66,0.673,0.584,0.8,0.356,0.028,0.21,0.945,0.017,0.904,0.735,0.983,0.613,0.213,0.105,0.335
0.0,0.99,0.708,0.522,0.97,0.145,0.522,0.227,0.305,0.932,0.164,0.142,0.624,0.085,0.132,0.82,0.133,0.704,0.333,0.377,0.873,0.556,0.074,0.065,0.272,0.09
1.0,0.049,0.104,0.205,0.659,0.156,0.512,0.958,0.587,0.729,0.614,0.905,0.093,0.881,0.92,0.614,0.604,0.005,0.422,0.794,0.082,0.581,0.476,0.726,0.173,0.794
1.0,0.119,0.481,0.287,0.044,0.447,0.817,0.06,0.32,0.545,0.908,0.222,0.515,0.809,0.234,0.306,0.985,0.919,0.618,0.471,0.522,0.836,0.164,0.488,0.188,0.357
0.0,0.941,0.683,0.558,0.93,0.756,0.315,0.652,0.227,0.944,0.471,0.844,0.081,0.617,0.081,0.812,0.393,0.588,0.4,0.017,0.131,0.652,0.454,0.342,0.202,0.901
0.0,0.655,0.758,0.401,0.873,0.084,0.08,0.76,0.534,0.329,0.411,0.712,0.268,0.635,0.303,0.903,0.657,0.129,0.469,0.709,0.053,0.161,0.447,0.805,0.544,0.856
1.0,0.16,0.682,0.589,0.134,0.481,0.368,0.221,0.938,0.614,0.64,0.915,0.22,0.006,0.432,0.913,0.081,0.854,0.561,0.493,0.48,0.735,0.369,0.054,0.359,0.549
1.0,0.977,0.411,0.829,0.392,0.478,0.693,0.138,0.814,0.793,0.718,0.745,0.174,0.075,0.332,0.768,0.227,0.837,0.151,0.685,0.63,0.108,0.611,0.144,0.835,0.397
1.0,0.509,0.415,0.485,0.676,0.841,0.346,0.488,0.752,0.925,0.563,0.456,0.547,0.805,0.215,0.666,0.004,0.06,0.232,0.097,0.415,0.376,0.141,0.685,0.562,0.946
1.0,0.777,0.96,0.938,0.511,0.817,0.114,0.89,0.833,0.557,0.406,0.862,0.69,0.887,0.772,0.969,0.153,0.717,0.446,0.731,0.845,0.112,0.058,0.471,0.941,0.092
0.0,0.386,0.256,0.33,0.968,0.973,0.113,0.825,0.532,0.684,0.396,0.513,0.076,0.707,0.425,0.242,0.336,0.674,0.212,0.174,0.29,0.967,0.404,0.267,0.519,0.889
0.0,0.163,0.409,0.985,0.249,0.862,0.788,0.914,0.237,0.468,0.653,0.77,0.291,0.826,0.356,0.433,0.161,0.425,0.979,0.841,0.218,0.232,0.918,0.098,0.72,0.665
0.0,0.425,0.33,0.944,0.981,0.968,0.01,0.785,0.025,0.524,0.905,0.412,0.927,0.676,0.584,0.611,0.717,0.75,0.1,0.24,0.571,0.062,0.33,0.925,0.117,0.565
0.0,0.866,0.125,0.53,0.899,0.86,0.62,0.749,0.91,0.895,0.15,0.632,0.846,0.895,0.103,0.489,0.638,0.4,0.577,0.2,0.884,0.523,0.499,0.704,0.089,0.388
1.0,0.026,0.137,0.661,0.659,0.334,0.34,0.383,0.215,0.718,0.869,0.594,0.597,0.563,0.501,0.276,0.723,0.36,0.132,0.34,0.14,0.736,0.312,0.927,0.596,0.565
1.0,0.015,0.74,0.975,0.789,0.689,0.392,0.467,0.991,0.505,0.213,0.421,0.61,0.947,0.668,0.494,0.297,0.536,0.005,0.302,0.722,0.309,0.273,0.4,0.616,0.775
0.0,0.487,0.808,0.458,0.52,0.495,0.024,0.154,0.595,0.157,0.23,0.609,0.739,0.788,0.664,0.143,0.453,0.983,0.476,0.895,0.629,0.362,0.855,0.854,0.32,0.326
1.0,0.351,0.75,0.858,0.73,0.522,0.425,0.716,0.626,0.686,0.395,0.285,0.089,0.223,0.161,0.102,0.835,0.411,0.918,0.948,0.475,0.677,0.026,0.802,0.515,0.437
